geonamezip:US-04757 -68.304901 46.55722 -68.047088 46.749722
geonamezip:US-04758 -67.908946 46.508812999999996 -67.786033 46.599908
geonamezip:US-04760 -68.08352 46.276368999999995 -67.782065 46.439198999999995
geonamezip:US-04975 -69.590972 44.621463 -69.586 44.627748
geonamezip:US-04976 -69.75999 44.686876999999996 -69.580692 44.917373
geonamezip:US-04426 -69.342474 45.090165999999996 -68.9735 45.387716999999995
geonamezip:US-04427 -69.086231 44.926955 -68.93659699999999 45.033836
geonamezip:US-04428 -68.700919 44.740992 -68.445219 44.870763
geonamezip:US-04429 -68.73513799999999 44.638709999999996 -68.495331 44.817339
geonamezip:US-04430 -68.615065 45.59661 -68.561576 45.670348
geonamezip:US-04431 -68.679244 44.552228 -68.66094799999999 44.568345
geonamezip:US-04434 -69.19059399999999 44.736939 -69.081355 44.832485
geonamezip:US-04435 -69.20852 44.91077 -69.062387 45.017387
geonamezip:US-04438 -68.992497 44.560241 -68.841821 44.6394
geonamezip:US-04441 -69.81504199999999 45.399861 -68.984685 46.574053
geonamezip:US-04442 -69.779928 45.379179 -69.56072999999999 45.681182
geonamezip:US-04443 -69.53522099999999 45.034807 -69.276543 45.431971999999995
geonamezip:US-04444 -69.081355 44.663945999999996 -68.781153 44.783966
geonamezip:US-04448 -68.80091 45.131498 -68.621252 45.453612
geonamezip:US-04761 -68.04058599999999 46.094789999999996 -67.90387199999999 46.141129
geonamezip:US-04762 -68.271219 46.926949 -68.062286 47.022825999999995
geonamezip:US-04763 -68.167457 46.037583999999995 -68.03956 46.123497
geonamezip:US-04764 -68.785155 46.382121 -68.405155 46.47085
geonamezip:US-04765 -68.82333799999999 45.860538999999996 -68.322223 46.395782
geonamezip:US-04766 -68.30019 46.834506999999995 -68.177298 46.92886
geonamezip:US-04768 -69.25085899999999 46.698614 -68.440131 46.934525
geonamezip:US-04769 -68.056528 46.594378999999996 -67.92052699999999 46.778765
geonamezip:US-04978 -69.868822 44.577329999999996 -69.744282 44.678725
geonamezip:US-04979 -69.87442399999999 44.887170999999995 -69.70473299999999 45.017389
geonamezip:US-04449 -68.958227 44.9439 -68.8104 45.050438
geonamezip:US-04450 -68.979032 44.884225 -68.87844199999999 44.949518
geonamezip:US-04451 -68.336086 45.515425 -68.073404 45.728507
geonamezip:US-04453 -68.880923 45.095064 -68.676225 45.287005
geonamezip:US-04454 -67.700122 45.478472 -67.416876 45.625848
geonamezip:US-04455 -68.36858099999999 45.220409 -68.18069 45.4266
geonamezip:US-04456 -69.062387 44.840964 -68.91337299999999 44.938038
geonamezip:US-04457 -68.679948 45.267026 -68.34107 45.575945
geonamezip:US-04459 -68.432965 45.495548 -68.228027 45.705548
geonamezip:US-04460 -68.66734699999999 45.55939 -68.40999699999999 45.864677
geonamezip:US-04461 -68.649165 44.881696999999996 -68.47599799999999 45.028255
geonamezip:US-04462 -69.427227 45.420552 -68.56806999999999 46.493289999999995
geonamezip:US-04463 -69.084143 45.127216 -68.776061 45.442429999999995
geonamezip:US-04464 -69.582557 45.229625 -69.130122 45.583701
geonamezip:US-04772 -68.419985 47.155924 -68.154426 47.288922
geonamezip:US-04773 -68.29741899999999 47.180733 -68.178653 47.360291
geonamezip:US-04774 -69.843313 46.821636999999996 -68.813384 47.207128
geonamezip:US-04776 -68.427599 45.725245 -68.202195 45.945432
geonamezip:US-04777 -68.62361299999999 45.750887 -68.426169 45.967523
geonamezip:US-04779 -68.44567099999999 47.005587999999996 -68.148862 47.201037
geonamezip:US-04780 -68.437415 46.054198 -67.96900000000001 46.469985
geonamezip:US-04781 -68.69790499999999 47.102562999999996 -68.444582 47.198266
geonamezip:US-04783 -68.30252 46.940104999999996 -68.063176 47.114491
geonamezip:US-04785 -68.179497 47.047717999999996 -67.790187 47.255984999999995
geonamezip:US-04981 -68.94010899999999 44.41807 -68.792354 44.611062
geonamezip:US-04982 -70.535983 45.046527 -70.293826 45.165065
geonamezip:US-04983 -70.521502 44.728055 -70.13654199999999 45.065633
geonamezip:US-04984 -70.320283 44.645095999999995 -70.207388 44.757159
geonamezip:US-04985 -70.300929 45.251044 -69.721099 45.541571999999995
geonamezip:US-04986 -69.29165499999999 44.464786 -69.146174 44.640626
geonamezip:US-04987 -69.327407 44.627117999999996 -69.18373199999999 44.729586
geonamezip:US-04468 -68.84231199999999 44.901264 -68.625072 45.182193999999996
geonamezip:US-04469 -68.67483899999999 44.895002 -68.661395 44.905287
geonamezip:US-04786 -68.30053099999999 46.745231999999994 -68.055301 46.83932
geonamezip:US-04988 -69.464187 44.533908 -69.282691 44.653887
geonamezip:US-04989 -69.729776 44.359215 -69.565619 44.50047
geonamezip:US-04992 -70.166119 44.659763 -70.152349 44.664953999999994
geonamezip:US-04471 -67.915337 45.770990999999995 -67.750725 46.002010999999996
geonamezip:US-04472 -68.77329399999999 44.501366999999995 -68.578963 44.655769
geonamezip:US-04473 -68.802806 44.845265999999995 -68.63751599999999 44.912901
geonamezip:US-04474 -68.840863 44.660579 -68.720269 44.767229
geonamezip:US-04475 -68.64375799999999 45.120813 -68.540549 45.235347
geonamezip:US-04476 -68.800964 44.398039 -68.599452 44.540824
geonamezip:US-04478 -70.18289299999999 45.505638 -69.64656599999999 46.25658
geonamezip:US-04479 -69.38112699999999 45.073468999999996 -69.232021 45.179479
geonamezip:US-04481 -69.179901 45.190804 -69.030474 45.295438
geonamezip:US-04485 -69.729215 45.307171 -69.518838 45.409968
geonamezip:US-04487 -68.266776 45.23717 -67.93975999999999 45.567857
geonamezip:US-04488 -69.183531 44.824906 -69.03921 44.926955
geonamezip:US-04489 -68.69491 44.905539999999995 -68.684654 44.916046
geonamezip:US-04490 -68.048012 45.215357 -67.606978 45.659141
geonamezip:US-04491 -67.523434 45.501234 -67.416262 45.60431
geonamezip:US-04492 -67.801572 45.298798 -67.55149399999999 45.436738
geonamezip:US-04493 -68.651888 45.141883 -68.421031 45.327714
geonamezip:US-04495 -68.44248 45.406144999999995 -68.24131899999999 45.509933
geonamezip:US-04496 -69.014167 44.61484 -68.811809 44.702124999999995
geonamezip:US-04497 -68.23960199999999 45.501902 -67.912835 45.980610999999996
geonamezip:US-04530 -69.89600899999999 43.799383999999996 -69.756033 43.985645999999996
geonamezip:US-04535 -69.684662 44.028799 -69.578698 44.137741
geonamezip:US-04537 -69.68994099999999 43.750926 -69.570734 43.941353
geonamezip:US-04538 -69.664427 43.81733 -69.59970799999999 43.873121
geonamezip:US-04787 -68.048247 46.506167999999995 -67.905951 46.597127
geonamezip:US-04841 -69.185287 44.081814 -69.080539 44.172591
geonamezip:US-04843 -69.165437 44.156286 -68.93918 44.25955
geonamezip:US-04847 -69.254946 44.199228999999995 -69.121622 44.304572
geonamezip:US-04848 -69.021484 44.202721 -68.840467 44.412428
geonamezip:US-04849 -69.170895 44.231474999999996 -68.929614 44.405072999999994
geonamezip:US-04539 -69.547119 43.905319999999996 -69.46351299999999 44.008731999999995
geonamezip:US-04541 -69.493145 43.875067 -69.45730999999999 43.913972
geonamezip:US-04543 -69.54518999999999 44.004321 -69.44345 44.066139
geonamezip:US-04544 -69.606105 43.812951 -69.568671 43.877154999999995
geonamezip:US-04547 -69.386616 43.887267 -69.276688 44.058991
geonamezip:US-04548 -69.78855399999999 43.702878 -69.700018 43.893256
geonamezip:US-04551 -69.490855 43.944497 -69.363996 44.063412
geonamezip:US-04553 -69.63782599999999 43.979775 -69.513986 44.115628
geonamezip:US-04554 -69.537939 43.829378 -69.47947599999999 43.894554
geonamezip:US-04555 -69.53197999999999 44.056121 -69.43218399999999 44.166152
geonamezip:US-04556 -69.676727 43.922305 -69.562963 44.017106
geonamezip:US-04558 -69.543903 43.870439999999995 -69.479399 43.932669999999995
geonamezip:US-04562 -69.88740299999999 43.693827 -69.763729 43.88257
geonamezip:US-04563 -69.323328 43.939226999999995 -69.18475099999999 44.06586
geonamezip:US-04851 -68.911103 43.781245999999996 -68.723817 43.898576999999996
geonamezip:US-04852 -69.32930999999999 43.754625 -69.298886 43.775797999999995
geonamezip:US-04853 -68.960075 44.098299 -68.777681 44.202818
geonamezip:US-04854 -69.13347499999999 44.029807 -69.028987 44.096776
geonamezip:US-04855 -69.30326 43.917304 -69.22161 43.958303
geonamezip:US-04856 -69.196629 44.114657 -69.051923 44.222668999999996
geonamezip:US-04858 -69.197003 43.990010999999996 -69.100011 44.082294999999995
geonamezip:US-04564 -69.505264 43.890876999999996 -69.420186 43.978032
